item,itemLabel,position,positionLabel,start,end,cabinet,cabinetLabel,ordinal,replaces,replacedBy,nature,natureLabel,source,sourceName,statedName,psid
Q6257849,John Silkin,Q6866025,"Minister of Agriculture, Fisheries and Food",,,,,,,,,,,,,Q6257849-B164A8EF-0407-4AE1-BABB-649BB187B77C
Q333091,"John Simon, 1st Viscount Simon",Q2631987,Attorney General for England and Wales,1913-10-19,1915-05-25,,,,Q336036,Q177235,,,,,,Q333091-ADC1DCCF-6FCA-4E36-9EC8-71F027F02583
Q333091,"John Simon, 1st Viscount Simon",Q531471,Chancellor of the Exchequer,1937-05-28,1940-05-10,,,,Q10664,Q2518614,,,,,,Q333091-207AF2BB-A3B5-4216-B291-BEE0734D95C9
Q333091,"John Simon, 1st Viscount Simon",Q2484309,Home Secretary,1915-05-27,1916-01-12,,,,Q333710,Q335218,,,,,,Q333091-15c5b872-4eae-c15f-d773-617227f76f3d
Q333091,"John Simon, 1st Viscount Simon",Q2484309,Home Secretary,1935-06-07,1937-05-28,,,,Q5759238,Q333429,,,,,,Q333091-94362EEC-85C9-4542-AE1A-CF0268BC860B
Q333091,"John Simon, 1st Viscount Simon",Q217217,Lord Chancellor,1940-05-10,1945-07-27,,,,Q333019,Q334418,,,,,,Q333091-949A92AF-119C-4F38-B2FF-6DE7A1FF90BD
Q333091,"John Simon, 1st Viscount Simon",Q1371091,Secretary of State for Foreign and Commonwealth Affairs,1931-11-05,1935-06-07,,,,Q336036,Q333429,,,,,,Q333091-FDFA4CEE-CAC8-43D6-BA03-11C4A630C93D
Q11727985,"John Sinclair, 1st Baron Pentland",Q111784,Secretary of State for Scotland,1905-12-10,1912-02-13,,,,Q335178,Q7792331,,,,,,Q11727985-9CB20255-2D25-473A-ACCA-53464B00502F
Q6258265,John Smith,Q531471,Chancellor of the Exchequer,1699-01-01,1701-01-01,,,,,,,,,,,Q6258265-4c1c8176-4d15-ab0a-9d12-a2ef905d1ec0
Q6258265,John Smith,Q531471,Chancellor of the Exchequer,1708-01-01,1710-01-01,,,,,,,,,,,Q6258265-cfc044c1-430b-c258-40a0-82491892f7f5
Q2855776,"John Somers, 1st Baron Somers",Q217217,Lord Chancellor,1693-01-01,1697-01-01,,,,,,,,,,,Q2855776-CA9A06E3-F2C9-43D4-93FA-33D87F894374
Q2855776,"John Somers, 1st Baron Somers",Q217217,Lord Chancellor,1697-01-01,1700-01-01,,,,,,,,,,,Q2855776-E1F4A63C-31E2-48FB-95C4-8901C509D825
Q2855776,"John Somers, 1st Baron Somers",Q943379,Lord President of the Council,1708-11-25,1710-09-21,,,,Q334112,Q3827905,,,,,,Q2855776-14C4342D-288C-498C-B553-CFEEBD1D53E6
Q389677,John Spellar,Q15109454,Minister of State for Transport,2001-06-08,2003-06-12,,,,Q1555319,Q736160,,,,,,Q389677-911D4FBB-5C95-4E05-A5C2-6093F5815567
Q389677,John Spellar,Q6866379,Minister of State for the Armed Forces,1999-07-29,2001-06-08,,,,Q5300550,Q350602,,,,,,Q389677-19FCA0AD-2DE8-4C03-917F-04DCD1747876
Q386213,"John Spencer, 3rd Earl Spencer",Q531471,Chancellor of the Exchequer,1830-11-22,1834-11-14,,,,Q5722116,Q181875,,,,,,Q386213-E3D6B958-B8E6-41D6-8543-7477937C45AC
Q386213,"John Spencer, 3rd Earl Spencer",Q2636053,Leader of the House of Commons,1830-11-22,1834-11-14,,,,Q181875,,,,,,,Q386213-2C39A5B5-2356-438D-805D-73A56C61DE92
Q333281,"John Spencer, 5th Earl Spencer",Q943379,Lord President of the Council,1880-04-28,1883-03-19,,,,Q333488,Q1960282,,,,,,Q333281-7F4B9A25-3120-4C9A-9B8B-A5BA2EDF5D87
Q333355,"John Spencer-Churchill, 7th Duke of Marlborough",Q943379,Lord President of the Council,1867-03-08,1868-12-09,,,,Q3701723,Q333111,,,,,,Q333355-C834ECF1-FE59-407F-BA6D-46940C996327
Q389109,John Stanley,Q6866379,Minister of State for the Armed Forces,1983-06-13,1987-06-13,,,,Q333650,Q1474995,,,,,,Q389109-4F1ED1DA-732B-4BBE-B36E-4C9157791556
Q1639223,John Stonehouse,Q105485789,Minister of Posts and Telecommunications,1969-10-01,1970-06-19,,,,,Q333431,,,,,,Q1639223-188940DF-C49E-49AB-915B-9F088DB79711
Q294651,"John Stuart, 3rd Earl of Bute",Q2012061,Leader of the House of Lords,1762-05-26,1763-04-08,,,,,,,,,,,Q294651-AD1E8602-64A7-4E8A-9308-B873C693F99E
Q294651,"John Stuart, 3rd Earl of Bute",Q14211,Prime Minister of the United Kingdom,1762-05-26,1763-04-08,,,,Q273809,Q244616,,,,,,Q294651-47780d36-4b62-2f9b-6366-c71950204ba9
Q21416528,John Sullivan,Q7883051,Under-Secretary of State for War and the Colonies,1801-01-01,1804-01-01,,,,,Q5342398,,,,,,Q21416528-cbed0869-44a1-3e3f-841c-4bd138c56785
Q6260523,John Thomas Ball,Q1846056,Lord Chancellor of Ireland,,,,,,,,,,,,,Q6260523-200063ac-45e8-7a6f-163a-6654f777fed4
Q13530061,"John Vaughan-Morgan, Baron Reigate",Q6866372,Minister of State for Trade,1957-09-17,1959-10-22,,,,Q5262429,Q5497735,,,,,,Q13530061-CAB795DD-4E14-497E-8C8B-B1604862FA85
Q334298,"John Wakeham, Baron Wakeham",Q2636053,Leader of the House of Commons,1987-06-13,1989-07-24,,,,Q332691,Q332323,,,,,,Q334298-6F8A3ED3-F00E-4D37-8EEE-5D031A77044B
Q334298,"John Wakeham, Baron Wakeham",Q2012061,Leader of the House of Lords,1992-04-11,1994-07-20,,,,Q334565,Q335589,,,,,,Q334298-F27E57EF-29BB-42BF-9FFE-23B659A9035B
Q334298,"John Wakeham, Baron Wakeham",Q943379,Lord President of the Council,1988-01-10,1989-07-24,,,,Q333963,Q332323,,,,,,Q334298-09DD9C5D-5BAA-4AE8-9468-FFA47E4CD309
Q334298,"John Wakeham, Baron Wakeham",Q910308,Lord Privy Seal,1987-06-13,1988-01-10,,,,Q332691,Q335713,,,,,,Q334298-EF002853-4893-44DC-844B-70844A57B255
Q334298,"John Wakeham, Baron Wakeham",Q910308,Lord Privy Seal,1992-04-11,1994-07-20,,,,Q334565,Q335589,,,,,,Q334298-C6FF4A50-5256-4C0C-9C98-D4DD59EA52AD
Q334298,"John Wakeham, Baron Wakeham",Q19968043,Secretary of State for Energy,1989-07-24,1992-04-11,,,,Q327810,,,,,,,Q334298-2E4A71F1-2FEE-475D-B4A2-F464DA611AA1
Q334108,"John Ward, 1st Earl of Dudley",Q1371091,Secretary of State for Foreign and Commonwealth Affairs,1827-04-30,1828-06-02,,,,Q219731,Q24631,,,,,,Q334108-041205E5-585D-4689-ACCF-9F7571EB1BC6
Q766908,John Wheatley,Q3397406,Secretary of State for Health and Social Care,1924-01-22,1924-11-03,,,,Q330604,Q10664,,,,,,Q766908-A5C1A21E-83C6-457F-86FC-A669C03BB845
Q264684,John Whittingdale,Q105044274,Minister of State for Media and Data,2020-02-14,2021-09-16,,,,Q258292,Q30174734,,,,,,Q264684-0B166FAD-3800-4C80-86A7-D2D7FCF49A8A
Q264684,John Whittingdale,Q3297079,"Secretary of State for Culture, Media and Sport",2015-05-11,2016-07-14,,,,Q727798,Q264560,,,,,,Q264684-6ED3BE75-9319-4BD8-92F5-D13B1B7CC357
Q6264469,"John Wilson-Patten, 1st Baron Winmarleigh",Q162754,Chancellor of the Duchy of Lancaster,1867-06-26,1868-11-07,,,,Q8007168,Q7789279,,,,,,Q6264469-8BF1B79F-97C2-48C8-9436-9124037BFFDA
Q335342,"John Wodehouse, 1st Earl of Kimberley",Q162754,Chancellor of the Duchy of Lancaster,1882-07-25,1882-12-28,,,,Q176524,Q338252,,,,,,Q335342-955C0AB6-7B2A-4DE4-A29A-F07C64515C89
Q335342,"John Wodehouse, 1st Earl of Kimberley",Q2012061,Leader of the House of Lords,1892-08-18,1894-03-05,,,,Q243705,Q244620,,,,,,Q335342-23109FB3-F9FC-4219-818A-14BA13112716
Q335342,"John Wodehouse, 1st Earl of Kimberley",Q943379,Lord President of the Council,1892-08-18,1894-03-10,,,,Q5527395,Q244620,,,,,,Q335342-71A4E915-E777-4B10-99DF-8435CA307949
Q335342,"John Wodehouse, 1st Earl of Kimberley",Q910308,Lord Privy Seal,1868-12-09,1870-07-06,,,,Q321003,Q333354,,,,,,Q335342-64974FBC-32C2-453F-8A42-6F669B85E078
Q335342,"John Wodehouse, 1st Earl of Kimberley",Q1371091,Secretary of State for Foreign and Commonwealth Affairs,1894-03-10,1895-06-21,,,,Q244620,Q243705,,,,,,Q335342-404B528E-CFA4-4ACA-8738-9C67A1220246
Q20127929,Johnny Mercer,Q23641739,Minister for Veterans,2019-07-28,2021-04-20,,,,Q303299,Q30234245,,,,,,Q20127929-389F9CF9-9573-4054-BC4F-F42250ED17D5
Q272234,Jon Trickett,Q6865995,Minister for the Cabinet Office,2011-10-07,2013-10-07,,,,Q272642,Q302363,,,,,,Q272234-151DD889-1876-45FF-AA7E-AB033BEE592F
Q332881,Jonathan Aitken,Q5096927,Chief Secretary to the Treasury,1994-07-20,1995-07-05,,,,Q333525,Q332864,,,,,,Q332881-EDDF25AE-E888-4E1B-9699-636D702B23DE
Q1703194,"Jonathan Hill, Baron Hill of Oareford",Q162754,Chancellor of the Duchy of Lancaster,2013-01-07,2014-07-15,,,,Q335576,Q333480,,,,,,Q1703194-ee3c2c00-4ee6-9e91-8e6b-cfc166d68b03
Q1703194,"Jonathan Hill, Baron Hill of Oareford",Q2012061,Leader of the House of Lords,2013-01-07,2014-07-15,,,,Q335576,Q2435579,,,,,,Q1703194-b01cc095-47c8-10e1-eefc-76305ad2c886
Q315999,Joseph Chamberlain,Q7241340,President of the Local Government Board,1886-02-01,1886-04-03,,,,Q19008,Q326126,,,,,,Q315999-553AC7D3-AE3B-4442-B53B-BEB2968CEEBC
Q6285256,Joseph Mallalieu,Q6866372,Minister of State for Trade,1967-01-07,1968-07-01,,,,Q8001754,Q981574,,,,,,Q6285256-92FF763A-5820-490C-BAAB-85D525C272E4
Q6287870,Joseph Westwood,Q111784,Secretary of State for Scotland,1945-08-03,1947-10-07,,,,Q5671733,Q4800743,,,,,,Q6287870-19796EB8-F6E6-4E22-B15E-21B3EA24B378
Q2912529,"Josiah Wedgwood, Baron Wedgwood",Q162754,Chancellor of the Duchy of Lancaster,1924-01-22,1924-11-03,,,,Q6104908,Q12702,,,,,,Q2912529-23756D0A-99D0-4613-A11C-5D41E494305A
Q1710027,"Joyce Anelay, Baroness Anelay of St Johns",Q6865827,Minister of State for Europe,2017-06-12,,,,,Q728167,,,,,,,Q1710027-56D88F2F-6007-4A78-B143-AC28B45DF5CA
Q137911,"Joyce Quin, Baroness Quin",Q96393330,Minister for Prisons,1997-05-02,1998-07-28,,,,Q298846,Q325417,,,,,,Q137911-C6D1611D-FA6C-455B-A398-DFE6339C44C7
Q137911,"Joyce Quin, Baroness Quin",Q6865827,Minister of State for Europe,1998-07-28,1999-07-28,,,,Q5300550,Q332385,,,,,,Q137911-A34A13FC-5C3E-4F47-93DE-290EC39B044D
Q333087,Judith Hart,Q7444352,Secretary of State for International Development,,,,,,,,,,,,,Q333087-352BA470-C1DC-40D4-94F1-5C5BB27635C7
Q30174734,Julia Lopez,Q105044274,Minister of State for Media and Data,2021-09-15,,,,,Q264684,,,,,,,Q30174734-B9EDDFD7-3989-4A4F-9B03-2988E0236CF2
Q390794,Julian Smith,Q7139041,Parliamentary Secretary to the Treasury,2017-11-02,2019-07-24,,,,,,,,,,,Q390794-2fe6b6f9-4e50-f45e-921d-11536638c6bd
Q390794,Julian Smith,Q1369302,Secretary of State for Northern Ireland,2019-07-24,2020-02-13,,,21,Q264560,Q749687,,,,,,Q390794-a2bdd4d4-4948-5ccd-182e-46d357441ec9
Q1712531,Julius Caesar,Q531471,Chancellor of the Exchequer,1606-01-01,1614-01-01,,,,Q5540704,Q2373798,,,,,,Q1712531-7354EBDD-B3E6-4237-8F2A-D8B665A720FB
Q272288,Justin Tomlinson,Q108558696,"Parliamentary Under-Secretary of State for Family Support, Housing and Child Maintenance",2018-07-09,2019-04-04,,,,Q6417459,Q16751766,,,,,,Q272288-40CA400A-81BE-4A83-9A39-355211D41306
Q333012,Justine Greening,Q5333410,Economic Secretary to the Treasury,2010-05-13,2011-10-14,,,,Q5982575,Q333680,,,,,,Q333012-4BE409D3-124E-4EA8-BE65-2E0D45DC03FE
Q333012,Justine Greening,Q3315134,Minister for Women and Equalities,2016-07-14,2018-01-08,,,,Q580375,Q479171,,,https://www.gov.uk/government/news/new-ministerial-appointment-july-2016-secretary-of-state-for-education,,,Q333012-88b463a8-4d23-afc8-c825-35e41db4d0a2
Q333012,Justine Greening,Q3477306,Secretary of State for Education,2016-07-14,2018-01-08,,,,Q580375,Q676947,,,http://www.bbc.co.uk/news/uk-politics-36785814,,,Q333012-b8edb9d8-49bb-e2e9-548e-f8b2c8182116
Q333012,Justine Greening,Q3477306,Secretary of State for Education,2016-07-14,2018-01-08,,,,Q580375,Q676947,,,https://www.theguardian.com/politics/2018/jan/08/cabinet-reshuffle-whos-in-whos-out,,,Q333012-b8edb9d8-49bb-e2e9-548e-f8b2c8182116
Q333012,Justine Greening,Q3477306,Secretary of State for Education,2016-07-14,2018-01-08,,,,Q580375,Q676947,,,https://www.gov.uk/government/news/new-ministerial-appointment-july-2016-secretary-of-state-for-education,,,Q333012-b8edb9d8-49bb-e2e9-548e-f8b2c8182116
Q333012,Justine Greening,Q7444352,Secretary of State for International Development,2012-09-04,2016-07-14,,,,,,,,,,,Q333012-F9869518-A365-4084-9838-C7978DF9BBC3
Q333012,Justine Greening,Q3246797,Secretary of State for Transport,2011-10-14,2012-09-04,,,,Q332987,Q333267,,,,,,Q333012-3d42bda6-4440-bdeb-df99-a144286aad21
Q264560,Karen Bradley,Q108574783,"Parliamentary Under-Secretary of State for Preventing Abuse, Exploitation and Crime",2014-02-08,2016-07-14,,,,,Q577362,,,,,,Q264560-ACD52904-41BE-4C36-AC8A-34C167B456B6
Q264560,Karen Bradley,Q3297079,"Secretary of State for Culture, Media and Sport",2016-07-14,2018-01-08,,,,Q264684,Q478161,,,http://www.bbc.co.uk/news/uk-politics-36785814,,,Q264560-c72c2fa2-4031-9693-111c-b6d214ee94ab
Q264560,Karen Bradley,Q3297079,"Secretary of State for Culture, Media and Sport",2016-07-14,2018-01-08,,,,Q264684,Q478161,,,https://www.gov.uk/government/news/new-ministerial-appointment-secretary-of-state-for-culture-media-and-sport,,,Q264560-c72c2fa2-4031-9693-111c-b6d214ee94ab
Q264560,Karen Bradley,Q1369302,Secretary of State for Northern Ireland,2018-01-08,2019-07-24,,,20,Q265140,Q390794,,,http://www.bbc.co.uk/news/entertainment-arts-42609019,,,Q264560-07497c11-49f5-feab-973f-5df7d6822a06
Q689166,Kate Hoey,Q6865965,"Minister for Sport, Civil Society and Loneliness",1999-10-20,2001-06-07,,,,Q333584,Q338166,,,,,,Q689166-5E9F8549-3925-4BB9-ADB0-43A959618E0D
Q334213,"Keith Bradley, Baron Bradley",Q96393330,Minister for Prisons,2001-06-01,2002-05-01,,,,Q333758,Q262742,,,,,,Q334213-821C98F5-3C80-4E1D-AEFD-235113A6B92A
Q333694,Keith Joseph,Q6866372,Minister of State for Trade,1961-10-09,1962-07-16,,,,Q5497735,Q4706760,,,,,,Q333694-6BD75C9C-92AC-4F19-885E-E1D7D14077CB
Q333694,Keith Joseph,Q3858507,"Secretary of State for Business, Energy and Industrial Strategy",1979-05-04,1981-09-11,,,,Q334327,Q24082,,,,,,Q333694-DE745074-F03B-4583-BFD1-E104B1B46CE3
Q333694,Keith Joseph,Q3477306,Secretary of State for Education,1981-09-14,1986-05-21,,,,Q6767006,Q333390,,,,,,Q333694-2CCF8E85-2C11-4E8D-AB7E-E6E02A53E33B
Q333694,Keith Joseph,Q3397406,Secretary of State for Health and Social Care,1970-06-20,1974-03-04,,,,Q328681,Q2883936,,,,,,Q333694-06C3C8F6-D0D3-435E-8EC5-DF93EC53F2A7
Q333694,Keith Joseph,Q4122328,Secretary of State for Health and Social Services,1970-06-20,1974-03-04,,,,Q328681,Q2883936,,,,,,Q333694-AD7E20D1-906E-4057-A5CC-9D062573EEEF
Q333694,Keith Joseph,Q1846384,Secretary of State for Wales,1962-07-13,1964-10-16,,,,Q333392,Q333834,,,,,,Q333694-28263360-60A6-4211-BBA1-A7FD0E90233B
Q267105,Keith Vaz,Q6865827,Minister of State for Europe,1999-05-09,2001-06-11,,,,Q332385,Q333165,,,,,,Q267105-B3CD69A8-CE6F-4726-8CC1-FEB28240B022
Q21592171,Kemi Badenoch,Q5419615,Exchequer Secretary to the Treasury,2020-02-13,2021-09-16,,,,Q30228118,,,,,,,Q21592171-12050176-CA8C-4E50-B4F9-3A1AC65F1315
Q21592171,Kemi Badenoch,Q105082160,Minister for Local Government,2021-09-16,,,,,Q30706849,,,,,,,Q21592171-D1033613-BCB0-4F7B-9C3C-1AA884E7F1B3
Q21592171,Kemi Badenoch,Q108602627,Parliamentary Under-Secretary of State for Children and Families,2019-07-27,2020-02-14,,,,Q259361,Q441532,,,,,,Q21592171-CF4CCFF8-EF1A-450F-A9CA-38405B232963
Q333390,"Kenneth Baker, Baron Baker of Dorking",Q162754,Chancellor of the Duchy of Lancaster,1989-07-24,1990-11-28,,,,Q333068,Q23368,,,,,,Q333390-95AF60B6-B945-485A-A468-15B8E31B59A0
Q333390,"Kenneth Baker, Baron Baker of Dorking",Q2484309,Home Secretary,1990-11-28,1992-04-10,,,,Q334565,Q271889,,,,,,Q333390-F56BA906-0D4C-4D75-99E3-5D996587407C
Q333390,"Kenneth Baker, Baron Baker of Dorking",Q3477306,Secretary of State for Education,1986-05-21,1989-07-24,,,,Q333694,Q332940,,,,,,Q333390-D203AC36-E283-4C94-BAFD-442D2CFFCEC9
Q333390,"Kenneth Baker, Baron Baker of Dorking",Q4122313,Secretary of State for the Environment,1985-09-02,1986-05-21,,,,Q24082,Q324805,,,,,,Q333390-29843959-2400-4AC8-8E66-1EFA24B6CDAD
Q271889,Kenneth Clarke,Q162754,Chancellor of the Duchy of Lancaster,1987-07-13,1988-07-25,,,,Q336011,Q333068,,,,,,Q271889-bc3120e8-4046-98ee-f566-70490f15a944
Q271889,Kenneth Clarke,Q531471,Chancellor of the Exchequer,1993-05-27,1997-05-02,,,,Q332546,Q10648,,,,,,Q271889-F4D38C6F-26F2-4A6C-8441-849542A14CFF
Q271889,Kenneth Clarke,Q2484309,Home Secretary,1992-04-10,1993-05-27,,,,Q333390,Q325381,,,,,,Q271889-447EC2CA-25D2-4E76-8AE4-824ADE7B4424
Q271889,Kenneth Clarke,Q217217,Lord Chancellor,2010-05-12,2012-09-04,,,,Q311278,Q337453,,,,,,Q271889-A547AEBC-6C1C-4CD5-8513-EDB3D0DDD91D
Q271889,Kenneth Clarke,Q61412205,Minister without Portfolio,2012-09-04,2014-07-14,,,,Q336455,Q392375,,,,,,Q271889-DE2D73EC-7651-47DC-9C77-6E9521BB5322
Q271889,Kenneth Clarke,Q1060844,Paymaster General,1985-09-02,1987-07-13,,,,Q333635,Q334257,,,,,,Q271889-007497cc-4186-5f3f-96ae-747cb0ffea19
Q271889,Kenneth Clarke,Q3477306,Secretary of State for Education,1990-11-02,1992-04-10,,,,Q332940,Q175162,,,,,,Q271889-A8AC0508-3F69-4B2B-86BE-BFCC8C190104
Q271889,Kenneth Clarke,Q3397406,Secretary of State for Health and Social Care,1988-07-25,1990-11-02,,,,Q93557,Q332864,,,,,,Q271889-d7512637-4f7e-1687-3f44-db0c652f9ce2
Q271889,Kenneth Clarke,Q3477307,Secretary of State for Justice,2010-05-12,2012-09-04,,,,Q311278,Q337453,,,,,,Q271889-2fefa6a7-483a-8b9b-076f-c0fc058eb29d
Q6390638,Kenneth Robinson,Q3397406,Secretary of State for Health and Social Care,1964-10-18,1968-11-01,,,,Q333193,Q328681,,,,,,Q6390638-44531AF0-1A79-4BE0-8F03-E3368339CDC3
Q19873325,Kevin Foster,Q62681208,Parliamentary Under-Secretary of State for Wales,2019-04-04,2019-12-16,,,,Q258292,Q296797,,,,,,Q19873325-90CB4BA9-FAC9-4A99-9575-CF5E0373A413
Q736160,Kim Howells,Q4146869,Minister of State for Foreign Affairs,2005-05-11,2008-10-06,,,,Q1331326,Q767696,,,,,,Q736160-10A8DE1B-1553-4E87-9B0C-99D29F5C3273
Q736160,Kim Howells,Q25991521,Minister of State for Higher Education,,,,,,,,,,,,,Q736160-76580781-416f-8acb-79ac-48036b9fdc52
Q736160,Kim Howells,Q15109454,Minister of State for Transport,2003-06-13,2004-09-10,,,,Q389677,Q334350,,,,,,Q736160-4FA69F54-39B0-44ED-9053-8A5819694821
Q2518614,Kingsley Wood,Q531471,Chancellor of the Exchequer,1940-05-12,1943-09-21,,,,Q333091,Q333289,,,,,,Q2518614-9A3B2019-BB8E-492D-83C6-54155D666692
Q2518614,Kingsley Wood,Q910308,Lord Privy Seal,1940-04-03,1940-05-12,,,,Q333429,Q129006,,,,,,Q2518614-9FA8365F-85B6-4896-866B-26C15A127AC9
Q2518614,Kingsley Wood,Q3477296,Secretary of State for Air,1938-05-16,1940-04-03,,,,Q6421115,Q4786520,,,,,,Q2518614-0E59EBBB-84C2-4AC5-BB74-C4F414048359
Q2518614,Kingsley Wood,Q3397406,Secretary of State for Health and Social Care,1935-06-07,1938-05-16,,,,Q9292296,Q7964761,,,,,,Q2518614-6CE41680-52AF-4F12-8095-441C6E63119E
Q6417459,Kit Malthouse,Q6865933,Minister of State for Crime and Policing,2019-07-25,,,,,Q691299,,,,https://www.gov.uk/government/ministers,Kit Malthouse,Minister of State (Minister for Crime and Policing),Q6417459-AB134E02-29AB-47A1-9539-D0ED97283DFA
Q6417459,Kit Malthouse,Q105070637,Minister of State for Housing,2018-07-09,2019-07-25,,,,Q268584,Q584062,,,,,,Q6417459-884F06D2-9908-42F2-BD76-29EEF406EB7B
Q6418606,Kitty Ussher,Q5333410,Economic Secretary to the Treasury,2007-06-29,2008-10-05,,,,Q260464,Q5982575,,,,,,Q6418606-5454B3DA-6AEE-492C-B676-694E526F9FA9
Q6418606,Kitty Ussher,Q5419615,Exchequer Secretary to the Treasury,,,,,,,,,,,,,Q6418606-5E65EA07-E087-4F70-8798-6BDA9C92EBEE
Q750204,Kwasi Kwarteng,Q104760411,"Minister of State for Business, Energy and Clean Growth",2019-07-24,2021-01-08,,,,Q575452,Q20648244,,,,,,Q750204-459EA851-67F1-40AF-86C4-5A244EF78AD6
Q750204,Kwasi Kwarteng,Q58799999,Parliamentary Under-Secretary of State for Exiting the European Union,2018-11-16,2019-07-24,,,,Q19957769,,,,https://www.bbc.co.uk/news/uk-46241693,,,Q750204-06c9b467-428a-741a-2783-6387d1261db9
Q750204,Kwasi Kwarteng,Q3858507,"Secretary of State for Business, Energy and Industrial Strategy",2021-01-08,,,,,Q478531,,,,https://www.gov.uk/government/ministers,Kwasi Kwarteng,"Secretary of State for Business, Energy and Industrial Strategy",Q750204-b9054947-4669-87aa-d445-522f745a795a
Q377139,"Larry Whitty, Baron Whitty",Q105063624,Minister for Agriculture and Food,2001-06-12,2005-05-10,,,,,Q1651801,,,,,,Q377139-40FE8137-27DE-4BE6-A003-CD6B789F3D86
Q377139,"Larry Whitty, Baron Whitty",Q105063624,Minister for Agriculture and Food,2001-06-12,2005-05-10,,,,,Q1651801,,,,,,Q377139-97F81BE9-DC41-46E6-87C5-17D6CD5BF13A
Q3827905,"Laurence Hyde, 1st Earl of Rochester",Q609884,First Lord of the Treasury,,,,,,Q2714210,Q947776,,,,,,Q3827905-E6F010D5-C6D2-4360-B054-24ADFBC35D31
Q3827905,"Laurence Hyde, 1st Earl of Rochester",Q943379,Lord President of the Council,,,,,,Q6255053,Q335280,,,,,,Q3827905-9643B6E1-36E0-4B08-B05A-D6E102E6048D
Q30234245,Leo Docherty,Q23641739,Minister for Veterans,2021-04-20,,,,,Q20127929,,,,,,,Q30234245-3F109118-4953-47DC-A29C-C605AE0DB44E
Q332607,Leon Brittan,Q5096927,Chief Secretary to the Treasury,1981-01-05,1983-06-11,,,,Q332691,Q336515,,,,,,Q332607-b3b83338-4225-5c1c-b42e-211c81d96b74
Q332607,Leon Brittan,Q2484309,Home Secretary,1983-06-11,1985-09-02,,,,Q333963,Q337375,,,,,,Q332607-453e7ec0-45a0-24a5-bea1-ec383e5ef57b
Q332607,Leon Brittan,Q3858507,"Secretary of State for Business, Energy and Industrial Strategy",1985-09-02,1986-01-24,,,,Q336011,Q3069915,,,,,,Q332607-2e645349-4da9-12d0-0dc3-51222fb83357
Q5612624,"Leonard Courtney, 1st Baron Courtney of Penwith",Q5449647,Financial Secretary to the Treasury,1882-05-06,1884-12-12,,,,Q337520,Q6107186,,,,,,Q5612624-FB72C81C-3CE5-4F92-A6D1-39D9A7B54D51
Q6530677,Leslie Burgin,Q3246797,Secretary of State for Transport,1937-05-28,1939-04-21,,,,Q122522,Q5405305,,,,,,Q6530677-F41F0AE7-20B4-4969-8949-1AED34CF9217
Q122522,Leslie Hore-Belisha,Q5449647,Financial Secretary to the Treasury,1932-09-29,1934-06-29,,,,Q7964761,Q335324,,,,,,Q122522-DA014F9C-231A-4D90-B20B-4BD569F02F8C
Q122522,Leslie Hore-Belisha,Q3246797,Secretary of State for Transport,1934-06-29,1937-05-28,,,,Q3497552,Q6530677,,,,,,Q122522-DA50FAE3-F508-469F-9C27-B44BA6014A50
Q269697,Liam Byrne,Q162754,Chancellor of the Duchy of Lancaster,2008-10-03,2009-06-05,,,,Q216594,Q336236,,,,,,Q269697-62E21675-59E2-4C73-88B5-E46CCA20D1DF
Q269697,Liam Byrne,Q5096927,Chief Secretary to the Treasury,2009-06-05,2010-05-11,,,,Q291057,Q333663,,,,,,Q269697-977A8690-404A-4E4B-A948-E96CE8B81376
Q269697,Liam Byrne,Q6865995,Minister for the Cabinet Office,2008-10-03,2009-06-05,,,,Q216594,Q272642,,,,,,Q269697-288FFB29-D60C-4426-8FB9-37898F8AF4D0
Q269697,Liam Byrne,Q7444357,Secretary of State for Work and Pensions,,,,,,,,,,,,,Q269697-C81C1229-23D1-4E11-A092-62CC55DBC2A0
Q332374,Liam Fox,Q2747647,Secretary of State for Defence,2010-05-12,2011-10-14,,,,Q258738,Q332987,,,,,,Q332374-D106A2BD-FB7D-401F-9A46-AC49CA19B68F
Q332374,Liam Fox,Q25863345,Secretary of State for International Trade,2016-07-13,2019-07-24,,,,,,,,http://www.bbc.co.uk/news/uk-politics-36785814,,,Q332374-163aa674-4ccd-40bc-c07a-83123184b602
Q332374,Liam Fox,Q25863345,Secretary of State for International Trade,2016-07-13,2019-07-24,,,,,,,,https://www.gov.uk/government/news/new-ministerial-appointment-july-2016-secretary-of-state-for-international-trade,,,Q332374-163aa674-4ccd-40bc-c07a-83123184b602
